file,path,exists,size_mb,pandas_readable,pandas_error,duckdb_readable,duckdb_error,columns,rows,nonnull_rate_json,date_min,date_max,n_code,duplicate_key_rows_est,key_fields,list_date_min,list_date_max,n_tracking_index,n_index_code,report_date_min,report_date_max,n_industry,delist_date_min,delist_date_max
tushare_000010.SH_2014-04-30.parquet,data/raw/index_constituents_parts_alt/tushare_000010.SH_2014-04-30.parquet,True,0.0053,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,180,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,180.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000010.SH_2014-05-30.parquet,data/raw/index_constituents_parts_alt/tushare_000010.SH_2014-05-30.parquet,True,0.0053,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,180,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,180.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000010.SH_2014-06-30.parquet,data/raw/index_constituents_parts_alt/tushare_000010.SH_2014-06-30.parquet,True,0.0053,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,180,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,180.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000010.SH_2014-07-31.parquet,data/raw/index_constituents_parts_alt/tushare_000010.SH_2014-07-31.parquet,True,0.0053,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,180,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,180.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000010.SH_2014-08-29.parquet,data/raw/index_constituents_parts_alt/tushare_000010.SH_2014-08-29.parquet,True,0.0053,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,180,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,180.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000010.SH_2014-09-30.parquet,data/raw/index_constituents_parts_alt/tushare_000010.SH_2014-09-30.parquet,True,0.0053,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,180,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,180.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000010.SH_2014-10-31.parquet,data/raw/index_constituents_parts_alt/tushare_000010.SH_2014-10-31.parquet,True,0.0053,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,180,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,180.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000010.SH_2014-11-28.parquet,data/raw/index_constituents_parts_alt/tushare_000010.SH_2014-11-28.parquet,True,0.0052,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,180,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,180.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000010.SH_2014-12-31.parquet,data/raw/index_constituents_parts_alt/tushare_000010.SH_2014-12-31.parquet,True,0.0052,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,180,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,180.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000010.SH_2015-01-30.parquet,data/raw/index_constituents_parts_alt/tushare_000010.SH_2015-01-30.parquet,True,0.0053,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,180,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,180.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000010.SH_2015-02-27.parquet,data/raw/index_constituents_parts_alt/tushare_000010.SH_2015-02-27.parquet,True,0.0053,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,180,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,180.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000010.SH_2015-03-31.parquet,data/raw/index_constituents_parts_alt/tushare_000010.SH_2015-03-31.parquet,True,0.0052,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,180,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,180.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000010.SH_2015-04-30.parquet,data/raw/index_constituents_parts_alt/tushare_000010.SH_2015-04-30.parquet,True,0.0053,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,180,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,180.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000010.SH_2015-05-29.parquet,data/raw/index_constituents_parts_alt/tushare_000010.SH_2015-05-29.parquet,True,0.0053,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,180,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,180.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000010.SH_2015-06-30.parquet,data/raw/index_constituents_parts_alt/tushare_000010.SH_2015-06-30.parquet,True,0.0057,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,180,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,180.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000010.SH_2015-07-31.parquet,data/raw/index_constituents_parts_alt/tushare_000010.SH_2015-07-31.parquet,True,0.0056,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,180,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,180.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000010.SH_2015-08-31.parquet,data/raw/index_constituents_parts_alt/tushare_000010.SH_2015-08-31.parquet,True,0.0056,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,180,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,180.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000010.SH_2015-09-30.parquet,data/raw/index_constituents_parts_alt/tushare_000010.SH_2015-09-30.parquet,True,0.0057,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,180,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,180.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000010.SH_2015-10-30.parquet,data/raw/index_constituents_parts_alt/tushare_000010.SH_2015-10-30.parquet,True,0.0057,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,180,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,180.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000010.SH_2015-11-30.parquet,data/raw/index_constituents_parts_alt/tushare_000010.SH_2015-11-30.parquet,True,0.0056,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,180,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,180.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000010.SH_2015-12-31.parquet,data/raw/index_constituents_parts_alt/tushare_000010.SH_2015-12-31.parquet,True,0.0057,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,180,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,180.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000010.SH_2016-01-29.parquet,data/raw/index_constituents_parts_alt/tushare_000010.SH_2016-01-29.parquet,True,0.0057,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,180,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,180.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000010.SH_2016-02-29.parquet,data/raw/index_constituents_parts_alt/tushare_000010.SH_2016-02-29.parquet,True,0.0057,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,180,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,180.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000010.SH_2016-03-31.parquet,data/raw/index_constituents_parts_alt/tushare_000010.SH_2016-03-31.parquet,True,0.0056,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,180,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,180.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000010.SH_2016-04-29.parquet,data/raw/index_constituents_parts_alt/tushare_000010.SH_2016-04-29.parquet,True,0.0056,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,180,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,180.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000010.SH_2016-05-31.parquet,data/raw/index_constituents_parts_alt/tushare_000010.SH_2016-05-31.parquet,True,0.0057,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,180,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,180.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000010.SH_2016-06-30.parquet,data/raw/index_constituents_parts_alt/tushare_000010.SH_2016-06-30.parquet,True,0.0056,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,180,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,180.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000010.SH_2016-07-29.parquet,data/raw/index_constituents_parts_alt/tushare_000010.SH_2016-07-29.parquet,True,0.0057,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,180,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,180.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000010.SH_2016-08-31.parquet,data/raw/index_constituents_parts_alt/tushare_000010.SH_2016-08-31.parquet,True,0.0057,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,180,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,180.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000010.SH_2016-09-30.parquet,data/raw/index_constituents_parts_alt/tushare_000010.SH_2016-09-30.parquet,True,0.0056,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,180,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,180.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000010.SH_2016-10-31.parquet,data/raw/index_constituents_parts_alt/tushare_000010.SH_2016-10-31.parquet,True,0.0056,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,180,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,180.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000010.SH_2016-11-30.parquet,data/raw/index_constituents_parts_alt/tushare_000010.SH_2016-11-30.parquet,True,0.0056,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,180,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,180.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000010.SH_2016-12-30.parquet,data/raw/index_constituents_parts_alt/tushare_000010.SH_2016-12-30.parquet,True,0.0056,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,180,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,180.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000010.SH_2017-01-26.parquet,data/raw/index_constituents_parts_alt/tushare_000010.SH_2017-01-26.parquet,True,0.0056,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,180,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,180.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000010.SH_2017-02-28.parquet,data/raw/index_constituents_parts_alt/tushare_000010.SH_2017-02-28.parquet,True,0.0056,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,180,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,180.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000010.SH_2017-03-31.parquet,data/raw/index_constituents_parts_alt/tushare_000010.SH_2017-03-31.parquet,True,0.0057,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,180,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,180.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000010.SH_2017-04-28.parquet,data/raw/index_constituents_parts_alt/tushare_000010.SH_2017-04-28.parquet,True,0.0057,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,180,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,180.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000010.SH_2017-05-31.parquet,data/raw/index_constituents_parts_alt/tushare_000010.SH_2017-05-31.parquet,True,0.0057,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,180,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,180.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000010.SH_2017-06-30.parquet,data/raw/index_constituents_parts_alt/tushare_000010.SH_2017-06-30.parquet,True,0.0057,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,180,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,180.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000010.SH_2017-07-31.parquet,data/raw/index_constituents_parts_alt/tushare_000010.SH_2017-07-31.parquet,True,0.0056,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,180,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,180.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000010.SH_2017-08-31.parquet,data/raw/index_constituents_parts_alt/tushare_000010.SH_2017-08-31.parquet,True,0.0056,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,180,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,180.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000010.SH_2017-09-29.parquet,data/raw/index_constituents_parts_alt/tushare_000010.SH_2017-09-29.parquet,True,0.0057,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,180,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,180.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000010.SH_2017-10-31.parquet,data/raw/index_constituents_parts_alt/tushare_000010.SH_2017-10-31.parquet,True,0.0057,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,180,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,180.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000010.SH_2017-11-30.parquet,data/raw/index_constituents_parts_alt/tushare_000010.SH_2017-11-30.parquet,True,0.0057,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,180,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,180.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000010.SH_2017-12-29.parquet,data/raw/index_constituents_parts_alt/tushare_000010.SH_2017-12-29.parquet,True,0.0057,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,180,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,180.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000010.SH_2018-01-31.parquet,data/raw/index_constituents_parts_alt/tushare_000010.SH_2018-01-31.parquet,True,0.0057,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,180,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,180.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000010.SH_2018-02-28.parquet,data/raw/index_constituents_parts_alt/tushare_000010.SH_2018-02-28.parquet,True,0.0057,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,180,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,180.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000010.SH_2018-03-30.parquet,data/raw/index_constituents_parts_alt/tushare_000010.SH_2018-03-30.parquet,True,0.0056,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,180,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,180.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000010.SH_2018-04-27.parquet,data/raw/index_constituents_parts_alt/tushare_000010.SH_2018-04-27.parquet,True,0.0057,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,180,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,180.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000010.SH_2018-05-31.parquet,data/raw/index_constituents_parts_alt/tushare_000010.SH_2018-05-31.parquet,True,0.0057,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,180,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,180.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000010.SH_2018-06-29.parquet,data/raw/index_constituents_parts_alt/tushare_000010.SH_2018-06-29.parquet,True,0.0057,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,180,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,180.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000010.SH_2018-07-31.parquet,data/raw/index_constituents_parts_alt/tushare_000010.SH_2018-07-31.parquet,True,0.0056,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,180,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,180.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000010.SH_2018-08-31.parquet,data/raw/index_constituents_parts_alt/tushare_000010.SH_2018-08-31.parquet,True,0.0056,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,180,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,180.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000010.SH_2018-09-28.parquet,data/raw/index_constituents_parts_alt/tushare_000010.SH_2018-09-28.parquet,True,0.0056,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,180,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,180.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000010.SH_2018-10-31.parquet,data/raw/index_constituents_parts_alt/tushare_000010.SH_2018-10-31.parquet,True,0.0057,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,180,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,180.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000010.SH_2018-11-30.parquet,data/raw/index_constituents_parts_alt/tushare_000010.SH_2018-11-30.parquet,True,0.0057,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,180,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,180.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000010.SH_2018-12-28.parquet,data/raw/index_constituents_parts_alt/tushare_000010.SH_2018-12-28.parquet,True,0.0057,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,180,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,180.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000010.SH_2019-01-31.parquet,data/raw/index_constituents_parts_alt/tushare_000010.SH_2019-01-31.parquet,True,0.0056,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,180,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,180.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000010.SH_2019-02-28.parquet,data/raw/index_constituents_parts_alt/tushare_000010.SH_2019-02-28.parquet,True,0.0057,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,180,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,180.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000010.SH_2019-03-29.parquet,data/raw/index_constituents_parts_alt/tushare_000010.SH_2019-03-29.parquet,True,0.0057,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,180,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,180.0,0.0,date;index_code;code,,,,0.0,,,,,
tushare_000010.SH_2019-04-30.parquet,data/raw/index_constituents_parts_alt/tushare_000010.SH_2019-04-30.parquet,True,0.0057,False,OSError: Repetition level histogram size mismatch,True,,date;index_code;code;weight;source;snapshot_quality,180,"{""date"": 0.0, ""code"": 1.0, ""weight"": 1.0}",,,180.0,0.0,date;index_code;code,,,,0.0,,,,,
